Word,GPT_Fam_dominant,GPT_Fam_probs,Multilex_Zipf,Type,Subtype_MWE
bmx,5,4.89,2.39,W,
bmx bike,6,5.80,NA,MWE,
bmx-bike,5,4.84,NA,WhW,
boa,5,4.71,3.10,W,
boa constrictor,6,5.94,NA,MWE,
boa constrictors,6,5.80,NA,MWE,
boa_constrictor,6,5.73,NA,W,
boa-constrictor,6,5.94,NA,WhW,
boar,6,5.78,3.51,W,
board,7,6.92,4.99,W,
board (enter),5,4.55,NA,MWE,
board (executive),6,5.96,NA,MWE,
board (wooden),7,6.82,NA,MWE,
board and lodging,4,4.37,NA,MWE,
board book,4,3.89,NA,MWE,
board books,4,3.95,NA,MWE,
board certified,6,5.62,NA,MWE,
board examinations,6,5.61,NA,MWE,
board exams,6,5.80,NA,MWE,
board game,7,6.90,NA,MWE,
board games,7,6.92,NA,MWE,
board meeting,6,6.32,NA,MWE,
board member,6,6.29,NA,MWE,
board of appeals,4,3.98,NA,MWE,
board of directors,6,6.44,NA,MWE,
board of education,6,6.20,NA,MWE,
board of regents,3,3.53,NA,MWE,
board of trade,4,3.78,NA,MWE,
board of trustees,6,5.97,NA,MWE,
board room,6,6.02,NA,MWE,
board short,4,3.80,NA,MWE,
board shorts,5,5.30,NA,MWE,
board up,5,4.76,NA,MWE,
board-certified,5,5.40,NA,WhW,
boarded,6,6.05,3.52,W,
boarded up,5,5.00,NA,MWE,
boarded-up,5,4.88,NA,WhW,
boarder,5,4.56,2.72,W,
boarders,5,4.63,2.67,W,
boardgame,6,6.07,0.37,W,
board-game,6,6.20,NA,WhW,
boardgames,6,6.07,1.33,W,
boarding,6,6.00,4.06,W,
boarding and lodging,5,4.95,NA,MWE,
boarding card,6,5.73,NA,MWE,
boarding cards,5,5.19,NA,MWE,
boarding house,5,4.83,NA,MWE,
boarding houses,5,4.97,NA,MWE,
boarding kennel,5,4.65,NA,MWE,
boarding kennels,5,5.04,NA,MWE,
boarding pass,7,6.56,NA,MWE,
boarding passes,6,6.03,NA,MWE,
boarding school,6,6.12,NA,MWE,
boarding schools,6,6.16,NA,MWE,
boardinghouse,4,4.07,2.31,W,
boarding-house,4,4.44,NA,WhW,
boardinghouses,4,4.14,0.85,W,
boarding-houses,5,4.80,NA,WhW,
boarding-school,6,6.09,NA,WhW,
boarding-schools,6,5.97,NA,WhW,
board-meeting,6,6.02,NA,WhW,
board-member,6,6.00,NA,WhW,
boardroom,6,5.98,2.95,W,
board-room,6,5.73,NA,WhW,
boardrooms,6,5.53,2.02,W,
boards,6,6.32,3.89,W,
boards',5,4.55,NA,W,
board's,5,5.48,NA,W,
boardwalk,6,5.80,3.22,W,
boardwalks,5,4.99,1.52,W,
boars,5,5.05,2.88,W,
boars',4,4.35,NA,W,
boar's,5,4.66,NA,W,
boast,6,6.04,3.35,W,
boasted,6,5.98,2.92,W,
boaster,4,4.11,1.88,W,
boasters,4,3.76,1.28,W,
boastful,6,5.82,2.46,W,
boastfully,5,4.55,1.49,W,
boastfulness,4,4.24,0.98,W,
boasting,6,6.00,3.07,W,
boasts,6,6.01,3.09,W,
boasts',6,5.61,NA,W,
boast's,4,3.98,NA,W,
boat,7,7.00,4.95,W,
boat builder,5,5.11,NA,MWE,
boat building,5,5.43,NA,MWE,
boat club,5,5.14,NA,MWE,
boat crew,6,5.98,NA,MWE,
boat deck,6,5.88,NA,MWE,
boat decks,5,5.29,NA,MWE,
boat house,6,5.82,NA,MWE,
boat launch,5,5.30,NA,MWE,
boat launches,5,4.59,NA,MWE,
boat lift,4,3.61,NA,MWE,
boat load,5,5.16,NA,MWE,
boat motor,6,5.87,NA,MWE,
boat neck,4,4.05,NA,MWE,
boat paddle,6,5.95,NA,MWE,
boat people,4,3.67,NA,MWE,
boat propeller,5,5.49,NA,MWE,
boat race,5,4.88,NA,MWE,
boat races,4,4.25,NA,MWE,
boat racing,5,5.04,NA,MWE,
boat ramp,5,5.37,NA,MWE,
boat shoes,5,5.13,NA,MWE,
boat trip,6,6.09,NA,MWE,
boat trips,6,6.01,NA,MWE,
boatbuilder,4,3.68,1.11,W,
boatbuilders,4,3.80,0.67,W,
boatbuilding,5,4.52,0.85,W,
boat-building,5,4.92,NA,WhW,
boater,3,3.52,2.08,W,
boaters,4,3.71,2.29,W,
boathouse,6,5.80,2.92,W,
boat-house,5,5.16,NA,WhW,
boathouses,5,5.12,1.15,W,
boating,6,6.01,3.10,W,
boatload,5,5.23,2.76,W,
boat-load,5,4.82,NA,WhW,
boatloads,5,4.98,2.16,W,
boatman,4,4.42,2.82,W,
boatman's,4,3.64,NA,W,
boatmen,4,4.45,2.24,W,
boat-propeller,4,3.78,NA,WhW,
boat-ramp,5,4.79,NA,WhW,
boats,7,6.99,4.14,W,
boats',6,5.54,NA,W,
boat's,6,6.04,NA,W,
boat-shaped,5,5.12,NA,WhW,
boatyard,4,4.12,2.30,W,
bob,6,5.58,4.77,W,
bob and weave,4,4.20,NA,MWE,
bob around,4,4.24,NA,MWE,
bob for apples,5,4.44,NA,MWE,
boba,5,4.88,2.55,W,
boba tea,6,5.86,NA,MWE,
boba teas,5,5.19,NA,MWE,
bobbed,5,5.37,2.21,W,
bobbin,4,3.91,2.33,W,
bobbing,5,5.34,2.92,W,
bobble,5,4.94,2.60,W,
bobble hat,5,5.01,NA,MWE,
bobble hats,5,5.17,NA,MWE,
bobblehead,6,5.78,2.29,W,
bobblehead doll,6,5.59,NA,MWE,
bobble-head doll,6,5.78,NA,MWE,WhW
bobblehead dolls,6,5.52,NA,MWE,
bobble-head dolls,6,5.55,NA,MWE,WhW
bobby,4,4.15,4.56,W,
bobby pin,6,6.07,NA,MWE,
bobby pins,6,6.27,NA,MWE,
bobby-pin,6,5.88,NA,WhW,
bobcat,6,6.01,2.74,W,
bobcats,6,5.71,2.88,W,
bob-cats,4,4.10,NA,WhW,
Bob's,5,5.40,NA,W,
bobsled,5,5.17,2.40,W,
bobsled run,3,3.53,NA,MWE,
bobsledder,4,3.79,1.37,W,
bobsledding,5,4.97,1.53,W,
bobsleds,5,4.82,1.19,W,
bobsleigh,5,4.83,1.90,W,
bobsleighs,4,4.00,NA,W,
bocce ball,4,3.75,NA,MWE,
bod,3,3.60,3.00,W,
bode well,5,5.14,NA,MWE,
bodega,5,5.05,2.99,W,
bodegas,5,5.07,1.95,W,
bodes,3,3.53,2.50,W,
bode-well,3,3.52,NA,WhW,
bodied,4,4.33,3.05,W,
bodies,7,6.93,4.67,W,
bodies',6,5.74,NA,W,
bodily,6,5.62,3.42,W,
bodily fluid,6,6.02,NA,MWE,
bodily function,6,6.16,NA,MWE,
bodily harm,6,5.70,NA,MWE,
bodily process,5,5.27,NA,MWE,
bodily structure,5,5.04,NA,MWE,
body,7,7.00,5.42,W,
bod-y,7,6.40,NA,WhW,
body and soul,6,5.77,NA,MWE,
body armor,6,6.03,NA,MWE,
body armour,6,6.04,NA,MWE,
body art,5,5.37,NA,MWE,
body bag,6,5.55,NA,MWE,
body bags,5,5.06,NA,MWE,
body blows,4,3.72,NA,MWE,
body boarding,5,4.77,NA,MWE,
body builder,6,6.32,NA,MWE,
body building,6,6.44,NA,MWE,
body cam,6,5.80,NA,MWE,
body camera,6,6.09,NA,MWE,
body cameras,6,6.20,NA,MWE,
body cams,6,5.85,NA,MWE,
body cavity,5,5.32,NA,MWE,
body check,5,4.79,NA,MWE,
body checks,5,4.65,NA,MWE,
body clock,6,5.87,NA,MWE,
body clocks,5,5.08,NA,MWE,
body color,5,4.93,NA,MWE,
body colors,4,4.00,NA,MWE,
body colour,4,4.02,NA,MWE,
body count,6,5.62,NA,MWE,
body covering,4,4.32,NA,MWE,
body cream,6,6.44,NA,MWE,
body double,5,5.32,NA,MWE,
body doubles,5,4.72,NA,MWE,
body dysmorphic disorder,4,3.77,NA,MWE,
body fluid,6,6.03,NA,MWE,
body guard,6,6.26,NA,MWE,
body hair,7,6.92,NA,MWE,
body image,6,6.09,NA,MWE,
body jewellery,5,5.34,NA,MWE,
body language,7,6.82,NA,MWE,
body length,6,5.96,NA,MWE,
body lice,4,4.44,NA,MWE,
body lotion,7,6.78,NA,MWE,
body lotions,6,6.27,NA,MWE,
body mass index,7,6.73,NA,MWE,
body mass indices,4,4.13,NA,MWE,
body mechanics,4,3.60,NA,MWE,
body odor,7,6.97,NA,MWE,
body odors,6,6.15,NA,MWE,
body odour,7,6.82,NA,MWE,
body odours,6,5.99,NA,MWE,
Body of Christ,5,5.30,NA,MWE,
body of water,6,6.43,NA,MWE,
body of work,6,5.61,NA,MWE,
body paint,6,5.68,NA,MWE,
body part,7,6.85,NA,MWE,
body perception,4,3.92,NA,MWE,
body piercer,5,5.06,NA,MWE,
body piercing,6,6.22,NA,MWE,
body popping,3,3.53,NA,MWE,
body satisfaction,5,4.64,NA,MWE,
body scanner,6,5.88,NA,MWE,
body scanners,6,5.94,NA,MWE,
body scrub,6,5.85,NA,MWE,
body scrubs,6,5.68,NA,MWE,
body search,5,5.11,NA,MWE,
body searches,5,5.13,NA,MWE,
body shaming,6,6.07,NA,MWE,
body shaper,5,4.86,NA,MWE,
body shapers,5,4.76,NA,MWE,
body shop,6,5.82,NA,MWE,
body shops,6,5.76,NA,MWE,
body slam,6,5.89,NA,MWE,
body slams,5,5.06,NA,MWE,
body stocking,4,3.59,NA,MWE,
body stockings,4,3.70,NA,MWE,
body structure,6,5.87,NA,MWE,
body suit,6,5.86,NA,MWE,
body surfing,4,4.27,NA,MWE,
body temperature,7,6.98,NA,MWE,
body text,5,5.04,NA,MWE,
body type,6,6.07,NA,MWE,
body warmer,4,3.81,NA,MWE,
body warmers,5,4.51,NA,MWE,
body wash,6,6.18,NA,MWE,
body washes,6,5.78,NA,MWE,
body waste,6,5.82,NA,MWE,
body weight,7,6.98,NA,MWE,
body weights,6,5.98,NA,MWE,
body wrap,5,4.58,NA,MWE,
body wraps,4,3.84,NA,MWE,
body_armor,5,5.24,NA,W,
body-armor,6,5.70,NA,WhW,
bodyboard,3,3.51,0.77,W,
bodyboarding,5,4.51,1.07,W,
bodybuilder,6,6.07,2.45,W,
bodybuilders,6,6.02,2.16,W,
body-builders,6,5.92,NA,WhW,
bodybuilding,6,6.50,2.45,W,
body-building,6,6.08,NA,WhW,
body-conscious,4,4.40,NA,WhW,
body-fat,6,6.09,NA,WhW,
bodyguard,6,6.27,3.84,W,
body-guard,6,6.26,NA,WhW,
bodyguards,6,6.09,3.47,W,
body-hugging,5,4.83,NA,WhW,
body-image,6,5.94,NA,WhW,
body-language,6,6.09,NA,WhW,
body-lotion,6,5.96,NA,WhW,
body-mass,5,5.27,NA,WhW,
body-mind,4,3.61,NA,WhW,
body-odor,6,5.94,NA,WhW,
body-part,6,6.37,NA,WhW,
body-piercer,4,4.32,NA,WhW,
body's,6,6.19,NA,W,
bodysuit,5,5.43,2.15,W,
bodysuits,5,5.18,1.58,W,
bodysurfing,4,4.09,1.50,W,
bodyweight,6,6.05,1.83,W,
body-weight,6,5.95,NA,WhW,
bodywork,4,3.84,2.50,W,
Boeing,7,6.82,NA,W,
boeings,5,4.88,0.77,W,
bog,5,4.73,3.32,W,
bog down,5,4.92,NA,MWE,
bog something down,5,5.10,NA,MWE,
bogey,4,4.43,3.11,W,
bogey man,6,5.82,NA,MWE,
bogeyman,6,5.85,2.87,W,
bogeymen,4,3.87,2.03,W,
bogeys,4,3.57,2.53,W,
bogged,5,4.69,2.95,W,
bogged down,6,5.84,NA,MWE,
bogged-down,5,4.87,NA,WhW,
boggle,5,4.65,2.56,W,
boggle one's mind,4,4.39,NA,MWE,
boggle the mind,5,5.34,NA,MWE,
boggled,5,4.81,1.91,W,
boggles,5,4.61,2.45,W,
boggling,5,4.98,2.74,W,
boggy,4,3.97,2.25,W,
bogies,3,3.52,2.36,W,
bogota,3,3.50,2.78,W,
bogs,5,4.55,2.71,W,
bogus,6,5.82,3.50,W,
bohemia,4,3.82,2.65,W,
bohemian,5,5.35,3.13,W,
bohemians,5,5.01,2.22,W,
boho,4,4.38,1.75,W,
boho chic,5,4.68,NA,MWE,
boi,4,3.94,2.51,W,
boil,7,6.94,3.90,W,
boil down,6,5.78,NA,MWE,
boil down to,6,5.82,NA,MWE,
boil off,4,3.83,NA,MWE,
boil over,5,5.42,NA,MWE,
boil up,4,4.27,NA,MWE,
boiled,7,6.98,3.74,W,
boiled egg,7,6.96,NA,MWE,
boiled potatoes,6,6.21,NA,MWE,
boiled sweet,3,3.61,NA,MWE,
boiled sweets,5,4.80,NA,MWE,
boiled_egg,6,5.82,NA,W,
boiled-egg,6,5.90,NA,WhW,
boiler,6,5.99,3.51,W,
boiler room,5,4.99,NA,MWE,
boiler rooms,4,4.21,NA,MWE,
boiler suit,4,4.29,NA,MWE,
boiler suits,4,4.43,NA,MWE,
boilerplate,4,3.82,2.36,W,
boiler-plate,4,3.77,NA,WhW,
boilerplate text,4,4.45,NA,MWE,
boilers,6,5.75,2.67,W,
boiler's,5,5.40,NA,W,
boilin',5,4.90,NA,W,
boiling,7,6.99,3.78,W,
boiling hot,6,6.50,NA,MWE,
boiling mad,5,4.60,NA,MWE,
boiling point,7,6.53,NA,MWE,
boiling points,6,5.82,NA,MWE,
boiling tube,4,3.59,NA,MWE,
boiling-point,6,6.14,NA,WhW,
boiling-water,5,4.23,NA,WhW,
boils,6,6.07,3.36,W,
boing,4,4.39,2.64,W,
boise,4,4.16,2.79,W,
boisterous,5,4.89,2.77,W,
bok choi,5,5.05,NA,MWE,
bok choy,5,4.97,NA,MWE,
bok_choy,5,5.15,NA,W,
bok-choy,5,5.05,NA,WhW,
bold,7,6.85,4.08,W,
bold face,5,5.17,NA,MWE,
bold movie,4,3.76,NA,MWE,
bold movies,4,4.03,NA,MWE,
bolded,5,5.48,0.92,W,
bolder,6,5.95,2.92,W,
boldest,6,5.78,2.39,W,
boldface,5,4.91,1.65,W,
boldfaced,5,4.70,1.49,W,
bold-faced,5,4.79,NA,WhW,
boldly,6,6.12,3.16,W,
boldly go where no man has gone before,6,5.99,NA,MWE,
boldness,6,6.02,2.84,W,
Bolivia,6,6.10,NA,W,
bolivian,5,5.09,2.78,W,
Bolivians,5,5.12,NA,W,
bolivia's,5,5.21,NA,W,
bollard,3,3.53,2.11,W,
bollards,4,4.16,1.56,W,
bollocks,5,4.51,3.47,W,
bollywood,6,6.35,2.92,W,
bollywood\/bhangra,5,5.44,NA,W,
bologna,6,5.93,3.35,W,
bologna sausage,6,5.78,NA,MWE,
bologna sausages,5,5.34,NA,MWE,
bolognaise,4,4.42,1.53,W,
bolognese,6,5.97,2.62,W,
bolognese pasta sauce,6,6.32,NA,MWE,
bolognese sauce,6,6.13,NA,MWE,
boloney,4,4.17,1.11,W,
Bolshevik,5,4.85,NA,W,
bolsheviks,5,4.68,2.93,W,
bolster,5,5.14,2.96,W,
bolster pillow,3,3.53,NA,MWE,
bolster pillows,4,4.02,NA,MWE,
bolster something up,5,4.69,NA,MWE,
bolster up,4,4.43,NA,MWE,
bolstered,5,5.14,2.42,W,
bolstering,5,5.01,2.19,W,
bolsters,5,4.76,2.02,W,
bolt,6,6.20,3.88,W,
bolt cutter,5,5.12,NA,MWE,
bolt cutters,5,4.91,NA,MWE,
bolt down,4,4.47,NA,MWE,
bolt from the blue,3,3.58,NA,MWE,
bolt of lightning,6,6.38,NA,MWE,
bolt out of somewhere,4,4.20,NA,MWE,
bolt upright,4,4.31,NA,MWE,
bolt-action,4,3.82,NA,WhW,
boltcutter,4,3.86,0.37,W,
bolt-cutter,5,5.00,NA,WhW,
bolted,6,5.96,3.29,W,
bolting,5,4.86,2.47,W,
bolts,6,6.20,3.46,W,
bomb,7,6.95,4.76,W,
bomb alert,5,5.24,NA,MWE,
bomb blast,6,6.01,NA,MWE,
bomb crater,4,4.22,NA,MWE,
bomb detonator,4,4.44,NA,MWE,
bomb disposal,6,5.82,NA,MWE,
bomb disposal unit,6,5.62,NA,MWE,
bomb scare,6,5.78,NA,MWE,
bomb scares,5,4.73,NA,MWE,
bomb shelter,6,5.93,NA,MWE,
bomb shelters,6,5.80,NA,MWE,
bomb site,4,4.04,NA,MWE,
bomb squad,6,5.99,NA,MWE,
bomb squads,5,5.30,NA,MWE,
bomb threat,6,6.01,NA,MWE,
bombard,5,5.47,2.69,W,
bombard someone with questions,6,5.87,NA,MWE,
bombarded,6,5.82,2.95,W,
bombarding,5,5.23,2.51,W,
bombardment,6,5.85,3.05,W,
bombardments,5,4.93,2.04,W,
bombards,5,4.51,1.80,W,
Bombay,6,6.07,NA,W,
bombay mix,4,4.20,NA,MWE,
bombay's,3,3.55,NA,W,
bombed,6,6.01,3.62,W,
bomber,6,5.84,3.74,W,
bomber jacket,6,5.97,NA,MWE,
bomber jackets,6,5.96,NA,MWE,
bomber-jacket,6,5.80,NA,WhW,
bombers,6,5.70,3.57,W,
bomber's,4,4.00,NA,W,
bombing,6,6.22,3.94,W,
bombing run,4,4.48,NA,MWE,
bombing runs,4,4.28,NA,MWE,
bombings,6,6.06,3.24,W,
bomb-making,5,4.79,NA,WhW,
bombs,7,6.75,4.21,W,
bomb's,5,5.25,NA,W,
bombshell,6,6.07,3.12,W,
bombshells,5,5.07,2.05,W,
bomb-shelter,6,5.84,NA,WhW,
bomb-sniffing,5,4.87,NA,WhW,
bon,3,3.59,3.70,W,
bon appetit,6,6.10,NA,MWE,
bon appétit,6,5.90,NA,MWE,
bon jour,4,4.14,NA,MWE,
bon soir,4,3.66,NA,MWE,
bon voyage,5,5.30,NA,MWE,
bona fide,5,4.78,NA,MWE,
bonafide,4,4.49,2.09,W,
bona-fide,5,4.84,NA,WhW,
bonanza,5,4.62,2.98,W,
BONAPARTE,5,4.88,NA,W,
bonaparte's,4,3.94,NA,W,
bon-appetit,5,5.33,NA,WhW,
bonbon,4,4.15,2.34,W,
bon-bon,4,4.20,NA,WhW,
bonbons,5,4.95,2.51,W,
bond,7,6.56,4.38,W,
bond holder,5,4.93,NA,MWE,
bond issue,5,4.72,NA,MWE,
bond market,6,5.80,NA,MWE,
bond paper,4,3.68,NA,MWE,
bond trading,5,4.86,NA,MWE,
"bond, james",6,5.43,NA,MWE,
bondage,5,5.00,3.25,W,
bonded,6,5.94,3.37,W,
bondholder,4,4.12,1.33,W,
bondholders,4,4.39,2.27,W,
bondholder's,4,3.57,NA,W,
bonding,6,6.01,3.54,W,
bond-rating,3,3.52,NA,WhW,
bonds,6,6.06,3.97,W,
bond's,5,5.37,NA,W,
bonds (money),6,5.84,NA,MWE,
bonds (restraints),5,4.64,NA,MWE,
bone,7,6.98,4.52,W,
bone carvings,4,3.74,NA,MWE,
bone cell,4,3.88,NA,MWE,
bone china,4,4.27,NA,MWE,
bone density,6,5.95,NA,MWE,
bone dry,6,5.82,NA,MWE,
bone fragment,5,5.33,NA,MWE,
bone marrow,6,6.05,NA,MWE,
bone marrows,5,5.16,NA,MWE,
bone meal,4,3.73,NA,MWE,
bone of contention,4,3.86,NA,MWE,
bone structure,6,6.00,NA,MWE,
bone to pick,5,5.16,NA,MWE,
bone up on something,3,3.51,NA,MWE,
bone_marrow,6,5.91,NA,W,
bone-building,4,4.04,NA,WhW,
bone-chilling,5,4.87,NA,WhW,
bone-crunching,3,3.54,NA,WhW,
bone-crushing,4,4.08,NA,WhW,
boned,5,4.98,3.04,W,
bone-density,5,4.97,NA,WhW,
bone-dry,5,5.30,NA,WhW,
bone-forming,4,4.17,NA,WhW,
bone-fragment,4,4.00,NA,WhW,
bonehead,4,4.46,2.95,W,
boneheaded,5,4.49,2.16,W,
boneheads,4,3.86,2.31,W,
boneless,6,6.11,2.75,W,
bone-marrow,6,6.02,NA,WhW,
boner,6,5.78,3.40,W,
boners,5,4.70,2.58,W,
bones,7,6.98,4.55,W,
bones',6,5.90,NA,W,
bone-surgery,4,3.77,NA,WhW,
bone-thinning,4,3.89,NA,WhW,
bone-tired,4,4.00,NA,WhW,
boney,4,3.95,2.56,W,
bonfire,6,6.15,3.36,W,
bonfire night,5,5.09,NA,MWE,
bonfires,6,6.00,2.59,W,
bong,5,4.81,3.90,W,
bong hit,3,3.52,NA,MWE,
bongo,5,4.94,3.03,W,
bongo drum,6,5.73,NA,MWE,
bongo drums,6,5.76,NA,MWE,
bongo-drums,5,4.66,NA,WhW,
bongos,5,5.05,2.56,W,
bongs,4,4.25,2.37,W,
bonier,4,3.65,0.92,W,
boning knife,4,3.79,NA,MWE,
bonita,4,4.23,2.78,W,
bonjour,6,5.73,3.15,W,
bon-jour,5,5.19,NA,WhW,
bonk,4,3.97,2.56,W,
bonked,4,3.69,1.99,W,
bonkers,6,5.91,3.11,W,
bonnet,5,5.02,3.33,W,
bonnets,5,4.88,2.36,W,
bonnie,4,3.59,4.00,W,
bono,3,3.63,3.39,W,
bonobo,4,4.13,2.16,W,
bonobos,4,4.27,2.19,W,
bonsai,5,5.47,2.71,W,
bonsai tree,6,5.85,NA,MWE,
bonsais,4,4.18,1.15,W,
bonsai-tree,5,4.98,NA,WhW,
bonsoir,5,4.57,2.56,W,
bonus,7,6.73,4.07,W,
bonuses,6,6.32,3.27,W,
bon-voyage,5,4.78,NA,WhW,
bony,6,5.93,3.12,W,
bony fish,5,5.07,NA,MWE,
boo,6,6.34,4.16,W,
boo hoo,6,5.50,NA,MWE,
boo someone off the stage,5,5.04,NA,MWE,
boob,6,6.15,3.54,W,
boob job,6,5.94,NA,MWE,
boob tube,4,3.98,NA,MWE,
boobie,5,4.49,2.48,W,
boobies,5,5.05,3.17,W,
boob-job,6,5.65,NA,WhW,
booboo,5,4.99,2.28,W,
boo-boo,6,5.87,NA,WhW,
booboos,4,3.73,1.07,W,
boobs,7,6.68,3.98,W,
booby,5,4.62,3.45,W,
booby prize,4,3.96,NA,MWE,
booby prizes,5,4.59,NA,MWE,
booby trap,6,5.90,NA,MWE,
booby traps,6,5.87,NA,MWE,
booby_trap,6,5.95,NA,W,
boobytrap,5,4.72,1.11,W,
booby-trap,6,5.85,NA,WhW,
booby-trapped,4,4.48,NA,WhW,
boobytraps,4,4.20,1.07,W,
booby-traps,6,5.52,NA,WhW,
booed,6,5.68,2.76,W,
booger,6,6.07,3.00,W,
boogers,6,6.14,2.66,W,
boogey man,6,6.01,NA,MWE,
boogey men,5,4.54,NA,MWE,
boogeyman,6,6.01,2.76,W,
boogie,5,5.49,3.60,W,
boogie board,5,4.97,NA,MWE,
boogie boards,5,4.88,NA,MWE,
boogie on down,4,3.86,NA,MWE,
boogie-board,4,4.20,NA,WhW,
boogied,4,3.89,1.53,W,
boogieing,4,3.71,1.22,W,
boogieman,5,5.20,1.65,W,
boogies,4,4.14,1.71,W,
boogie-woogie,4,4.37,NA,WhW,
boogy man,6,5.62,NA,MWE,
boogying,4,4.25,1.60,W,
boogyman,5,5.32,1.11,W,
boohoo,5,4.58,2.00,W,
boo-hoo,6,5.51,NA,WhW,
booing,6,5.90,3.15,W,
book,7,7.00,5.32,W,
book (read),7,7.00,NA,MWE,
book (reserve),7,6.88,NA,MWE,
book a reservation,6,6.21,NA,MWE,
book agent,5,4.84,NA,MWE,
book bag,6,6.32,NA,MWE,
book bags,6,6.50,NA,MWE,
book binding,6,5.89,NA,MWE,
book case,6,6.43,NA,MWE,
book club,6,6.13,NA,MWE,
book clubs,6,6.13,NA,MWE,
book ends,6,5.51,NA,MWE,
book fair,6,6.14,NA,MWE,
book genre,6,5.94,NA,MWE,
book group,5,4.99,NA,MWE,
book groups,5,5.02,NA,MWE,
book into,4,3.96,NA,MWE,
book jacket,6,5.94,NA,MWE,
book learning,5,4.94,NA,MWE,
book lover,6,6.28,NA,MWE,
book matches,3,3.52,NA,MWE,
book of facts,5,4.46,NA,MWE,
book of instructions,5,5.02,NA,MWE,
book of job,4,3.93,NA,MWE,
book of maps,5,5.05,NA,MWE,
book of mormon,5,5.28,NA,MWE,
book of proverbs,5,4.75,NA,MWE,
book of psalms,5,5.42,NA,MWE,
book review,7,6.73,NA,MWE,
book reviewer,6,6.04,NA,MWE,
book seller,6,6.32,NA,MWE,
book signing,6,6.04,NA,MWE,
book tokens,4,3.82,NA,MWE,
book tour,6,5.68,NA,MWE,
book tours,5,5.42,NA,MWE,
book value,5,5.00,NA,MWE,
book values,5,4.92,NA,MWE,
bookable,4,4.31,0.98,W,
bookbag,6,5.84,1.52,W,
book-bag,6,5.93,NA,WhW,
bookbinders,3,3.51,1.03,W,
bookbinding,4,3.90,1.81,W,
book-burning,5,4.89,NA,WhW,
bookcase,7,6.65,2.92,W,
bookcases,6,6.02,2.31,W,
bookclub,5,5.30,0.67,W,
book-club,6,5.84,NA,WhW,
bookclubs,5,5.03,NA,W,
book-covers,6,5.78,NA,WhW,
book-cover's,3,3.58,NA,WhW,
booked,6,6.50,4.17,W,
booked up,6,5.96,NA,MWE,
bookend,5,5.33,2.13,W,
bookended,4,3.64,1.55,W,
bookends,6,5.71,2.30,W,
book-ends,6,5.70,NA,WhW,
booker,4,3.58,3.35,W,
booker prize,5,5.16,NA,MWE,
book-fair,6,5.95,NA,WhW,
bookie,5,4.73,3.29,W,
bookies,4,4.24,2.90,W,
bookie's,4,3.71,NA,W,
booking,7,6.73,3.66,W,
booking agent,6,5.70,NA,MWE,
booking clerk,3,3.58,NA,MWE,
booking clerks,5,4.65,NA,MWE,
booking hall,4,4.17,NA,MWE,
booking office,6,5.64,NA,MWE,
booking offices,5,5.45,NA,MWE,
bookings,6,6.12,2.89,W,
bookish,5,4.52,2.44,W,
bookkeeper,6,5.84,2.93,W,
bookkeepers,6,5.53,1.75,W,
bookkeeper's,5,4.96,NA,W,
bookkeeping,6,6.22,2.83,W,
book-learning,4,4.04,NA,WhW,
book-length,5,4.58,NA,WhW,
booklet,6,5.98,2.94,W,
booklets,6,5.89,2.40,W,
booklist,5,4.83,NA,W,
booklists,4,4.10,NA,W,
booklover,5,5.31,0.98,W,
bookmaker,5,4.80,2.55,W,
bookmakers,5,5.09,2.16,W,
bookmaking,4,3.83,2.42,W,
bookmark,7,6.94,2.79,W,
book-mark,6,6.16,NA,WhW,
bookmarked,6,5.99,2.28,W,
bookmarker,3,3.53,0.85,W,
bookmarking,6,5.89,1.86,W,
bookmarks,6,6.44,2.41,W,
bookmark's,5,5.10,NA,W,
book-publishing,6,5.93,NA,WhW,
bookrack,4,3.96,0.37,W,
book-review,6,5.82,NA,WhW,
books,7,7.00,4.94,W,
books',6,5.98,NA,W,
book's,7,6.56,NA,W,
bookseller,6,6.13,2.53,W,
booksellers,6,6.09,2.40,W,
bookseller's,6,5.51,NA,W,
bookselling,6,6.02,0.37,W,
bookshelf,7,6.98,2.93,W,
bookshelves,7,6.90,2.71,W,
bookshop,7,6.82,3.00,W,
bookshops,6,6.50,2.29,W,
book-signing,6,5.85,NA,WhW,
bookstall,4,4.20,1.37,W,
bookstalls,4,3.81,1.07,W,
bookstand,5,4.65,0.92,W,
bookstands,4,4.05,NA,W,
bookstore,7,6.99,3.58,W,
bookstores,7,6.90,2.84,W,
bookworm,6,5.94,2.75,W,
bookworms,5,5.46,1.94,W,
boolean,5,5.16,1.80,W,
boolean algebra,4,3.78,NA,MWE,
boolean logic,5,5.00,NA,MWE,
boolean operation,4,3.58,NA,MWE,
boolean operator,4,4.12,NA,MWE,
boolean search,5,4.81,NA,MWE,
boom,6,6.27,4.31,W,
boom and bust,5,5.49,NA,MWE,
boom box,6,5.78,NA,MWE,
boom boxes,6,5.64,NA,MWE,
boom or bust,5,5.32,NA,MWE,
boom town,4,4.46,NA,MWE,
boom-and-bust,5,4.93,NA,WhW,
boombox,6,6.04,2.09,W,
boom-bust,4,3.99,NA,WhW,
boom-bust cycle,5,4.71,NA,MWE,WhW
boomed,6,5.96,2.38,W,
boomer,6,6.14,3.22,W,
boomerang,6,6.07,3.03,W,
boomerangs,6,5.84,2.04,W,
